account_id,customer_id,branch_id,account_type,balance,open_date,status
106,3409,31,Salary,9755.96,2009-02-18,Dormant
107,27720,142,Savings,1582.06,2020-02-09,Active
108,10183,22,Fixed Deposit,29259.31,2024-11-22,Active
109,404,89,Savings,107189.82,2023-03-29,Active
110,35894,21,Savings,14533.45,2018-03-28,Dormant
111,4969,108,Current,21621.95,2009-11-08,Active
112,58979,127,Savings,65150.62,2012-02-01,Active
113,42460,90,Savings,43498.29,2025-04-30,Active
114,45334,109,Savings,14038.09,2024-04-14,Closed
115,16401,106,Current,76228.2,2009-10-05,Closed
116,29524,53,Savings,98303.48,2021-08-16,Active
117,41807,58,Savings,9668.54,2007-11-09,Closed
118,47170,133,Savings,137502.89,2005-12-24,Active
119,10600,59,Current,28742.62,2005-03-14,Active
120,50782,145,Current,90164.56,2021-03-18,Active
121,6486,69,NRI,21208.97,2011-10-07,Active
122,39185,49,Fixed Deposit,20811.67,2020-11-15,Active
123,33065,6,Savings,41348.91,2021-10-05,Active
124,58063,120,Current,6339.1,2020-08-29,Active
125,47245,85,Savings,116813.72,2024-11-16,Active
126,31368,140,Fixed Deposit,24728.5,2006-05-12,Active
127,20317,120,Savings,30143.01,2009-10-08,Closed
128,46383,102,Savings,24665.95,2013-01-27,Active
129,29591,127,Savings,70159.71,2017-05-16,Active
130,27818,103,NRI,75629.74,2019-02-21,Active
131,11884,104,Salary,84284.68,2014-02-26,Active
132,57869,79,Current,36854.81,2009-03-30,Active
133,19416,99,Savings,7080.43,2018-08-26,Active
134,44083,139,Savings,83165.72,2011-09-05,Active
135,41557,121,Savings,6734.1,2018-12-10,Active
136,25540,65,Salary,121067.47,2013-08-25,Active
137,53641,75,Current,15353.9,2021-01-03,Active
138,53897,31,Salary,122536.5,2006-04-24,Active
139,57878,120,Current,13779.19,2007-04-08,Active
140,28299,2,Fixed Deposit,40849.3,2011-10-30,Active
141,17127,146,Salary,28609.08,2008-02-24,Dormant
142,23198,106,Salary,5363.65,2025-09-22,Active
143,1929,81,Savings,24710.47,2023-11-20,Active
144,13953,17,Salary,106539.63,2009-05-22,Active
145,44272,96,Savings,24203.53,2024-07-17,Active
146,25016,69,Savings,29925.03,2026-03-24,Active
147,45800,56,Current,9243.43,2021-09-22,Active
148,58844,44,Savings,56266.98,2008-03-18,Active
149,41012,148,Current,2729.73,2005-02-18,Active
150,28879,19,Current,15900.43,2012-12-21,Active
151,47421,54,Fixed Deposit,4971.09,2021-07-31,Active
152,59008,40,Savings,7708.99,2010-04-18,Active
153,28847,99,Savings,6994.94,2020-11-12,Active
154,17431,75,Savings,71663.32,2005-04-21,Active
155,41305,88,Current,1577.82,2010-07-23,Active
156,59427,37,Salary,52459.66,2015-03-24,Active
157,49144,107,Savings,30017.88,2020-03-10,Active
158,15646,91,Current,33515.56,2007-04-30,Active
159,34996,114,Current,90401.26,2013-05-27,Active
160,31073,19,Savings,11668.69,2019-12-12,Active
161,30801,142,Savings,54435.66,2025-04-04,Dormant
162,33680,130,Savings,10535.94,2010-08-30,Active
163,26678,95,Savings,76914.28,2016-07-08,Active
164,1934,2,Savings,108439.33,2017-04-27,Active
165,4144,69,Fixed Deposit,36544.32,2025-03-23,Active
166,17501,26,Savings,36446.71,2006-07-20,Active
167,8092,35,Current,1625.47,2013-06-27,Active
168,4175,106,Savings,27208.92,2017-07-10,Active
169,50840,146,Current,14974.06,2020-05-08,Active
170,9870,78,Current,21874.14,2025-01-16,Active
171,9642,86,Fixed Deposit,5570.57,2014-10-15,Active
172,38637,107,Current,43972.16,2024-10-23,Active
173,35625,11,Savings,51559.05,2005-04-20,Active
174,4262,68,Salary,2159.67,2017-11-01,Closed
175,6771,78,Salary,241057.1,2025-09-07,Closed
176,39112,93,Savings,38073.17,2018-01-25,Active
177,5123,27,Current,23795.43,2011-12-05,Active
178,30312,124,Fixed Deposit,22577.16,2014-12-01,Dormant
179,52110,100,Fixed Deposit,59984.34,2007-05-06,Active
180,59816,138,Fixed Deposit,146451.92,2024-01-29,Dormant
181,20623,104,Savings,32900.36,2018-04-15,Active
182,49636,104,Current,36440.37,2010-05-29,Active
183,527,18,NRI,95973.66,2016-09-05,Active
184,11269,10,Savings,19767.11,2015-04-04,Active
185,29360,58,Savings,69473.96,2021-02-08,Active
186,28745,90,Salary,67513.78,2016-02-18,Active
187,30855,111,Fixed Deposit,5774.99,2009-12-10,Active
188,46624,87,Savings,39482.32,2012-01-31,Active
189,34400,113,Savings,26388.3,2022-10-07,Active
190,13812,62,Current,81063.37,2015-04-13,Active
191,17938,13,Salary,8269.82,2025-12-16,Active
192,38629,117,Savings,57412.76,2016-01-15,Active
193,23894,55,Savings,10483.56,2014-02-11,Dormant
194,24876,126,NRI,45142.25,2023-01-21,Active
195,57531,114,Salary,49502.23,2024-08-14,Active
196,49201,132,Savings,3400.85,2023-07-03,Closed
197,45175,67,Savings,1392.94,2015-03-08,Active
198,43277,105,Current,18829.45,2006-11-19,Closed
199,26687,52,Current,33704.72,2017-01-12,Active
200,29513,147,Savings,22050.6,2013-06-10,Active
201,24810,129,Current,25153.43,2010-07-28,Active
202,15103,148,Savings,16011.27,2022-06-11,Active
203,21346,53,Savings,2712.61,2022-10-03,Active
204,17964,14,Current,8988.44,2005-10-11,Active
205,33135,106,Savings,32379.28,2017-12-15,Active
206,31832,65,Savings,14357.01,2010-10-26,Active
207,17886,95,Salary,28332.82,2014-05-25,Dormant
208,54172,10,Current,6344.23,2012-02-13,Active
209,3410,21,Current,38222.55,2010-10-11,Active
210,33135,111,Savings,11203.16,2011-10-14,Active
211,48390,28,Salary,11201.85,2010-11-20,Active
212,29750,7,Fixed Deposit,17380.91,2005-02-19,Active
213,10952,61,Savings,2973.09,2020-07-10,Active
214,2998,121,Salary,5813.87,2021-07-29,Active
215,7159,2,Savings,8334.2,2009-06-16,Dormant
216,47580,82,Current,35647.11,2009-12-10,Active
217,27087,103,Current,5766.43,2016-06-09,Active
218,8257,135,Savings,60471.02,2022-03-07,Active
219,6567,71,Savings,14049.39,2018-11-11,Active
220,2480,48,Savings,25246.58,2026-02-15,Active
221,32849,89,Current,138707.68,2008-11-26,Active
222,37959,56,Current,72752.9,2012-10-27,Active
223,52031,14,Salary,46798.8,2010-02-01,Active
224,25308,56,Savings,1421.97,2013-06-09,Active
225,17191,81,Salary,9392.36,2014-08-18,Active
226,35214,76,Savings,24723.09,2010-09-17,Active
227,17231,64,Savings,28521.27,2011-06-08,Active
228,38306,103,Savings,26403.02,2008-09-20,Dormant
229,56862,121,Current,6691.32,2010-08-23,Active
230,5018,38,Fixed Deposit,61228.4,2021-08-05,Active
231,37638,82,Savings,5884.33,2014-07-02,Active
232,44475,1,Savings,29667.49,2009-03-24,Active
233,32543,127,Salary,4017.6,2020-02-21,Active
234,48154,72,Savings,13683.98,2005-09-21,Active
235,31315,91,Savings,31306.12,2017-02-03,Active
236,33015,45,Savings,76514.37,2018-08-27,Active
237,43164,126,Current,217138.57,2024-05-11,Closed
238,50400,39,Fixed Deposit,41841.19,2018-12-20,Active
239,48624,146,Savings,50760.2,2020-08-19,Dormant
240,5290,31,Savings,79140.69,2021-10-13,Active
241,43130,108,Savings,82438.49,2010-07-01,Active
242,1514,116,Savings,829.61,2021-04-09,Active
243,45114,83,Savings,10645.74,2020-08-22,Active
244,53759,61,Savings,29157.91,2011-08-23,Active
245,27235,64,Savings,27153.17,2014-01-17,Active
246,39483,125,Savings,7794.11,2021-08-23,Active
247,40963,108,Savings,21159.73,2024-02-24,Active
248,22252,118,Savings,137624.45,2015-12-02,Active
249,5968,55,Savings,114981.92,2014-10-27,Active
250,1783,97,Salary,51044.08,2012-08-31,Active
251,30278,97,Salary,58339.19,2019-09-02,Closed
252,48054,29,Savings,65925.02,2025-06-01,Closed
253,18580,117,Current,3694.79,2013-02-06,Active
254,32320,29,Salary,25578.73,2017-01-31,Dormant
255,7357,113,Savings,230836.16,2009-08-20,Active
256,36680,51,Savings,2697.44,2016-12-03,Active
257,156,11,Current,43885.17,2016-12-29,Active
258,52405,63,Savings,21229.41,2011-08-16,Active
259,53233,86,Savings,75433.41,2022-06-24,Active
260,39177,16,Fixed Deposit,126356.08,2006-03-21,Active
261,49136,10,Savings,74520.97,2019-12-27,Closed
262,3176,61,Current,6799.16,2014-04-16,Closed
263,24868,47,Current,30969.24,2025-07-22,Active
264,46299,18,Fixed Deposit,67485.72,2024-06-12,Active
265,41943,32,Savings,19126.69,2022-03-26,Active
266,55291,19,Current,3792.98,2021-11-08,Active
267,39725,109,Salary,144658.93,2021-08-28,Active
268,45005,19,Current,54894.01,2025-02-03,Active
269,36045,105,Current,13679.75,2016-05-25,Active
270,40169,29,Current,8015.74,2025-04-01,Closed
271,45833,140,Savings,34068.77,2019-10-29,Active
272,54089,7,Savings,69459.95,2005-08-03,Dormant
273,29878,92,Salary,5261.75,2023-11-03,Active
274,36973,147,Salary,119948.57,2018-02-09,Active
275,23462,23,Savings,33312.98,2026-02-20,Active
276,25940,24,Salary,22243.23,2008-05-13,Active
277,50164,51,Savings,22304.1,2018-04-27,Active
278,15771,71,Salary,39655.48,2021-05-19,Dormant
279,45608,104,Current,18118.36,2015-04-08,Active
280,42581,27,Salary,11244.2,2020-06-29,Active
281,9590,128,Savings,7299.92,2008-11-23,Active
282,27782,118,Fixed Deposit,87773.22,2022-02-26,Active
283,36721,149,Savings,5366.1,2012-02-15,Active
284,32225,81,Savings,16632.58,2020-03-04,Active
285,1887,71,Savings,63910.52,2024-05-25,Active
286,4048,71,Current,11551.6,2021-09-07,Dormant
287,39326,44,Fixed Deposit,31665.22,2014-03-11,Active
288,512,138,Savings,90143.06,2024-09-20,Active
289,53959,42,Fixed Deposit,60284.36,2014-08-03,Dormant
290,30664,118,Salary,152910.33,2008-12-12,Active
291,44539,140,Fixed Deposit,292680.36,2009-02-20,Active
292,47602,32,Savings,68911.43,2010-01-30,Closed
293,35950,8,Savings,74077.57,2025-05-18,Active
294,8757,48,Savings,1478.64,2006-01-12,Active
295,58772,37,Savings,2119.02,2020-01-14,Active
296,6173,118,Savings,4851.18,2014-09-16,Active
297,11739,21,Savings,2502.3,2023-05-12,Active
298,10753,130,Fixed Deposit,29159.63,2026-05-17,Active
299,52379,84,Savings,7640.72,2019-04-15,Closed
300,11890,126,Savings,84281.58,2005-01-01,Active
301,14014,17,Savings,25528.11,2020-04-21,Active
302,56659,53,Current,29349.48,2024-10-23,Active
303,56047,53,Salary,24522.2,2023-01-23,Active
304,30967,18,Savings,21999.17,2010-04-21,Active
305,20699,100,Savings,19942.7,2021-04-27,Active
306,17508,51,Savings,27731.2,2015-06-07,Active
307,17080,123,Salary,83417.69,2011-02-25,Dormant
308,31701,79,Savings,54363.85,2010-11-20,Active
309,19308,113,Fixed Deposit,21401.8,2020-10-11,Active
310,28681,117,Salary,28409.04,2013-01-08,Active
311,53302,3,Savings,31742.35,2024-12-24,Active
312,48939,74,NRI,34669.71,2005-06-22,Active
313,15841,143,Fixed Deposit,45142.7,2018-05-08,Active
314,18701,49,Savings,62056.4,2018-07-26,Active
315,59495,94,Salary,99766.98,2007-01-09,Active
316,51780,122,Savings,17340.38,2021-01-26,Active
317,52548,58,Savings,56452.7,2019-06-23,Active
318,35334,47,Savings,15958.24,2011-03-05,Active
319,26153,106,Savings,86764.25,2006-10-19,Active
320,5960,99,Savings,69065.93,2015-05-12,Closed
321,25252,37,Current,72790.35,2025-07-01,Active
322,19082,134,Salary,80935.03,2025-10-01,Active
323,11625,37,Savings,144347.57,2011-09-27,Active
324,49907,60,Savings,25416.21,2013-04-12,Active
325,52778,114,Savings,39705.6,2006-06-07,Closed
326,39675,4,Savings,51320.1,2005-11-22,Active
327,17690,73,Savings,96358.92,2016-02-21,Active
328,18025,8,Savings,6903.37,2011-05-08,Active
329,45818,14,Salary,15054.86,2007-07-29,Dormant
330,13803,40,Current,95861.74,2008-11-07,Active
331,558,12,Current,33555.0,2021-02-24,Active
332,27611,41,Fixed Deposit,1274.21,2010-10-07,Active
333,10576,37,Salary,3044.73,2010-01-20,Active
334,32383,53,Salary,24489.72,2018-03-24,Active
335,16569,125,Savings,22852.94,2009-09-16,Active
336,23169,53,Current,35340.71,2008-03-21,Active
337,43355,62,Fixed Deposit,54397.88,2020-09-11,Active
338,45572,119,Salary,87720.63,2025-04-07,Active
339,58062,82,Savings,12826.22,2025-03-24,Active
340,32890,50,Savings,28412.44,2010-08-04,Active
341,49133,150,Savings,4124.29,2009-11-16,Closed
342,51931,107,Current,83936.37,2012-05-02,Active
343,10723,113,Fixed Deposit,16141.82,2018-05-27,Dormant
344,28660,85,Salary,44883.47,2021-04-15,Active
345,10238,76,Fixed Deposit,20192.4,2005-02-28,Active
346,55352,11,NRI,127717.86,2022-01-19,Dormant
347,19668,17,Current,5074.43,2006-03-15,Active
348,25240,120,Savings,17689.13,2024-07-16,Active
349,48488,95,Current,10300.88,2025-07-07,Active
350,15071,66,Current,91573.1,2006-02-09,Dormant
351,58462,37,Current,6920.12,2018-05-09,Active
352,55849,9,Fixed Deposit,4265.06,2007-12-09,Active
353,48850,79,NRI,67148.97,2005-04-28,Active
354,57188,84,Savings,42146.46,2020-05-14,Active
355,25744,48,Savings,3111.74,2008-08-10,Active
356,13488,105,Current,29790.36,2019-05-10,Active
357,32479,72,Savings,239401.77,2014-06-23,Active
358,15411,4,Savings,43899.18,2015-06-12,Active
359,40473,135,Savings,26076.03,2020-04-09,Dormant
360,51050,95,Current,29766.14,2006-07-25,Closed
361,53643,46,Current,32379.56,2012-06-13,Active
362,33033,78,Savings,78143.91,2006-06-21,Active
363,45167,35,Fixed Deposit,8101.94,2018-05-10,Closed
364,16872,104,Salary,344245.47,2024-10-19,Closed
365,16688,109,NRI,8159.11,2010-09-06,Active
366,16626,144,Savings,47006.04,2018-09-30,Active
367,36879,137,Salary,44829.18,2011-07-15,Active
368,33437,131,Salary,75978.09,2016-07-10,Active
369,3259,32,Savings,2681.53,2019-11-06,Active
370,31876,58,Salary,39083.96,2008-08-27,Active
371,48613,45,Savings,4269.37,2020-01-26,Active
372,16533,78,Salary,34412.26,2013-05-22,Active
373,43797,43,Savings,41217.14,2011-03-28,Active
374,36598,74,Savings,47269.55,2018-07-11,Dormant
375,13465,87,Salary,35108.54,2009-08-13,Closed
376,16329,43,Fixed Deposit,24861.34,2024-01-29,Active
377,39271,61,Savings,15689.23,2019-11-12,Active
378,20947,133,Savings,48172.95,2012-12-23,Closed
379,25067,132,Savings,18697.2,2021-12-28,Active
380,47723,115,Savings,10268.18,2011-09-09,Active
381,11269,29,NRI,115367.07,2013-08-28,Active
382,35720,2,Savings,33029.92,2014-11-02,Active
383,22790,138,Savings,22630.22,2014-11-28,Active
384,5185,47,Salary,17922.6,2025-03-29,Active
385,54978,109,Savings,2033.23,2007-11-03,Active
386,45077,135,Salary,25108.56,2015-11-08,Active
387,14212,71,Fixed Deposit,94072.16,2010-01-04,Active
388,27739,103,Current,62905.65,2008-10-18,Active
389,30029,37,Savings,91669.59,2011-10-03,Active
390,33111,29,Savings,64208.23,2023-07-29,Dormant
391,32760,102,Savings,166465.48,2017-01-17,Active
392,51479,99,Salary,8932.69,2020-07-19,Active
393,6514,43,NRI,2808.52,2008-07-29,Active
394,44426,69,Salary,30981.55,2019-08-31,Active
395,350,149,Savings,11473.93,2009-08-12,Active
396,24062,91,Savings,4175.52,2014-05-09,Active
397,55972,13,Savings,30570.31,2005-03-16,Dormant
398,58116,115,Current,11789.49,2009-04-29,Dormant
399,28846,25,Savings,20008.42,2009-04-22,Active
400,41497,84,Salary,17854.14,2018-01-17,Active
401,32921,124,Current,23987.92,2009-11-17,Dormant
402,50849,36,Current,41987.5,2007-06-22,Active
403,48051,131,Current,34329.94,2015-07-02,Active
404,31594,10,Savings,12122.39,2020-03-16,Active
405,36710,145,Salary,11040.81,2021-06-06,Active
406,39394,13,Current,26236.77,2019-12-10,Active
407,11656,28,Savings,46261.34,2007-01-06,Closed
408,49549,143,Savings,117759.17,2024-02-20,Active
409,52497,30,Savings,20159.97,2016-11-16,Active
410,33460,62,NRI,5218.71,2014-12-06,Active
411,17923,119,Savings,14612.75,2021-01-21,Active
412,54138,56,Savings,53023.79,2015-01-23,Active
413,17591,16,Savings,14424.82,2018-11-09,Active
414,29373,85,Current,18200.29,2011-01-18,Active
415,35614,14,Savings,15568.32,2018-08-30,Active
416,12825,6,Savings,51591.14,2021-08-09,Active
417,35507,108,Fixed Deposit,72147.83,2020-03-11,Closed
418,8197,83,NRI,7310.46,2012-07-14,Active
419,37869,138,Salary,6628.04,2012-05-05,Dormant
420,50254,129,Savings,6852.76,2016-07-31,Active
421,15181,117,Fixed Deposit,33184.89,2012-06-07,Active
422,16653,58,Savings,7988.7,2018-05-31,Active
423,59732,62,Salary,14837.67,2024-07-29,Active
424,6047,139,Salary,1225.07,2017-07-12,Active
425,26282,141,Current,33324.25,2006-04-05,Active
426,49654,17,Savings,93817.28,2018-06-02,Active
427,43510,139,Savings,21119.88,2020-06-12,Dormant
428,47140,146,Savings,89673.62,2017-06-20,Active
429,21512,5,Savings,23400.89,2014-09-19,Dormant
430,1828,78,Savings,26681.72,2023-03-14,Active
431,9680,145,Savings,60832.41,2024-04-08,Active
432,47634,88,Savings,41911.22,2017-04-09,Active
433,5709,70,Savings,22990.35,2011-06-13,Active
434,37351,16,Savings,3804.68,2007-07-06,Active
435,58791,2,Current,5453.99,2008-08-22,Active
436,5099,126,Salary,169127.94,2023-07-31,Active
437,30908,36,Fixed Deposit,32130.3,2012-12-13,Active
438,19371,25,Current,69368.82,2014-09-04,Active
439,47762,3,Fixed Deposit,23905.07,2016-04-21,Active
440,38524,113,Savings,47575.47,2007-05-21,Active
441,718,71,Savings,62917.92,2022-08-26,Active
442,30576,123,Savings,80568.09,2023-11-14,Active
443,37878,79,Current,97431.79,2011-09-05,Dormant
444,21800,106,Savings,13267.3,2021-12-19,Dormant
445,45784,118,Salary,20097.09,2009-10-15,Active
446,21458,68,Savings,5984.01,2015-11-14,Active
447,8743,113,Savings,67694.37,2013-03-07,Active
448,26376,134,Salary,14318.8,2010-12-04,Dormant
449,35313,37,Current,121154.1,2024-04-06,Active
450,23628,66,Savings,67110.27,2019-10-09,Active
451,11768,64,Salary,123081.13,2026-04-29,Active
452,197,61,Savings,31127.89,2008-09-18,Active
453,31412,38,Current,28730.95,2021-11-16,Active
454,19769,115,Salary,91425.29,2021-01-18,Active
455,24285,53,NRI,89163.38,2025-04-12,Active
456,17721,131,Savings,13569.19,2021-07-17,Active
457,47689,86,Savings,109723.66,2021-03-09,Dormant
458,28938,6,NRI,20563.59,2012-10-18,Active
459,8398,147,Savings,129718.53,2006-07-19,Active
460,30849,138,Current,35283.68,2022-08-14,Active
461,24766,54,Savings,57359.72,2020-05-06,Dormant
462,14542,146,Fixed Deposit,164255.91,2005-07-03,Dormant
463,20784,148,Savings,38943.08,2025-02-20,Dormant
464,15559,122,Current,20737.05,2020-11-20,Dormant
465,5996,99,Current,1214.59,2021-03-06,Active
466,27261,24,Current,36460.19,2022-08-24,Active
467,46955,131,Savings,96941.64,2012-11-14,Active
468,37210,142,Savings,26406.56,2020-09-23,Active
469,59781,111,Salary,36593.0,2014-12-21,Active
470,30914,19,Savings,81283.41,2005-04-17,Active
471,27615,30,Savings,33513.21,2005-12-28,Dormant
472,7354,53,Savings,21089.8,2018-02-19,Closed
473,577,141,Savings,37335.52,2007-02-05,Active
474,34814,55,Savings,47032.24,2018-06-04,Closed
475,7815,149,Salary,8151.31,2024-08-16,Dormant
476,47535,61,NRI,31376.96,2012-11-11,Active
477,27534,36,Savings,56174.36,2013-04-01,Active
478,753,87,Current,26337.43,2010-12-24,Active
479,3190,93,Salary,49793.71,2017-02-03,Active
480,57544,55,Salary,50927.27,2017-12-24,Active
481,53117,145,Current,23265.52,2012-12-18,Active
482,1130,149,Salary,14424.49,2008-12-20,Active
483,25993,39,Fixed Deposit,3285.58,2024-04-08,Active
484,45053,110,Fixed Deposit,29639.31,2022-06-28,Active
485,22331,43,NRI,5822.12,2024-10-08,Active
486,20815,84,Fixed Deposit,9852.53,2015-08-19,Active
487,42871,118,Savings,30223.76,2008-07-19,Active
488,11470,7,Savings,53536.59,2009-01-29,Active
489,53453,58,Fixed Deposit,2032.99,2017-10-23,Active
490,57235,85,Current,67563.09,2005-11-24,Active
491,33501,88,Current,47848.77,2012-02-05,Active
492,7940,99,Savings,3242.85,2020-07-11,Closed
493,29780,105,Salary,8755.63,2023-12-31,Active
494,16073,42,Savings,29335.32,2008-02-02,Active
495,50183,87,Savings,21354.04,2021-09-08,Active
496,57882,39,Current,5815.2,2006-03-09,Active
497,41333,30,Savings,20055.62,2023-12-02,Active
498,9019,100,Current,29083.76,2021-04-20,Active
499,42239,66,Fixed Deposit,7890.16,2012-11-11,Active
500,28707,48,Savings,16977.29,2021-03-03,Active
501,27046,31,Savings,194092.39,2007-12-28,Active
502,15112,118,Fixed Deposit,158163.89,2016-05-24,Active
503,50171,1,Current,53640.53,2020-07-07,Active
504,20700,86,Savings,6676.49,2025-02-23,Active
505,30698,66,Savings,34112.86,2014-03-30,Active
506,24016,103,Current,60492.28,2006-09-21,Active
507,24754,83,Savings,50770.75,2019-05-06,Active
508,2590,40,Fixed Deposit,55869.66,2022-11-08,Active
509,20842,71,Savings,139388.83,2015-09-11,Active
510,57179,37,Savings,89673.78,2012-07-29,Active
511,56089,148,Savings,1218.53,2012-06-06,Active
512,31256,117,Savings,62091.21,2020-02-23,Active
513,59053,60,Salary,30381.48,2019-11-03,Active
514,53914,78,NRI,70685.68,2009-01-31,Active
515,43608,93,Fixed Deposit,43553.44,2007-10-03,Dormant
516,34549,47,Savings,18614.83,2010-10-25,Active
517,46764,11,Current,44574.21,2019-12-20,Active
518,53078,5,Current,78957.61,2022-02-09,Closed
519,55626,53,Fixed Deposit,19012.33,2016-10-21,Active
520,29164,21,Current,43821.42,2025-01-15,Active
521,792,41,Savings,33842.03,2005-10-04,Active
522,58349,25,Savings,10596.0,2007-01-16,Closed
523,37982,84,Savings,2374.04,2011-10-03,Active
524,32509,28,Savings,97590.01,2016-06-15,Active
525,46024,140,Current,8773.35,2010-12-15,Active
